Application_ID,Application_Date,Month,Product_Type,Branch_Tier,State,Status,Loan_Amount,Customer_Segment,TAT_Application_Submission_hrs,SLA_Breach_Application_Submission,TAT_Document_Verification_hrs,SLA_Breach_Document_Verification,TAT_Credit_Assessment_hrs,SLA_Breach_Credit_Assessment,TAT_Approval_Rejection_hrs,SLA_Breach_Approval_Rejection,TAT_Loan_Disbursal_hrs,SLA_Breach_Loan_Disbursal,Total_TAT_hrs,Total_TAT_days,SLA_Breached
AU2024143,2024-05-07,2024-05,Home Loan,Urban,Gujarat,Rejected,2431000.0,Self-Employed,4.6,0,12.8,0,27.8,0,12.0,0,0.0,0,57.2,2.4,0
AU2024144,2024-04-07,2024-04,MSME Loan,Semi-Urban,Madhya Pradesh,Under Review,390000.0,MSME Owner,9.3,1,21.7,0,41.7,0,0.0,0,0.0,0,72.7,3.0,1
AU2024145,2024-08-17,2024-08,Home Loan,Rural,Karnataka,Disbursed,1301000.0,MSME Owner,9.2,1,63.1,1,24.3,0,17.8,1,29.0,1,143.4,6.0,1
AU2024146,2024-08-04,2024-08,Business Loan,Semi-Urban,Maharashtra,Disbursed,50000.0,Self-Employed,5.4,0,13.8,0,55.8,1,16.0,0,21.2,0,112.2,4.7,1
AU2024147,2024-05-22,2024-05,Vehicle Finance,Urban,Maharashtra,Under Review,192000.0,Self-Employed,3.9,0,8.4,0,20.2,0,0.0,0,0.0,0,32.5,1.4,0
AU2024148,2024-05-07,2024-05,Vehicle Finance,Semi-Urban,Tamil Nadu,Disbursed,567000.0,MSME Owner,9.7,1,12.4,0,23.9,0,8.1,0,21.7,0,75.8,3.2,1
AU2024149,2024-08-14,2024-08,MSME Loan,Urban,Gujarat,Pending Documents,505000.0,Salaried,5.7,0,13.6,0,20.2,0,7.9,0,9.1,0,56.5,2.4,0
AU2024150,2024-02-20,2024-02,Business Loan,Urban,Karnataka,Under Review,50000.0,Self-Employed,4.9,0,12.4,0,33.0,0,0.0,0,0.0,0,50.3,2.1,0
AU2024151,2024-11-29,2024-11,Home Loan,Urban,Rajasthan,Disbursed,415000.0,MSME Owner,2.4,0,24.8,1,18.2,0,11.7,0,11.8,0,68.9,2.9,1
AU2024152,2025-03-04,2025-03,MSME Loan,Semi-Urban,Karnataka,Disbursed,451000.0,Self-Employed,8.9,1,33.2,1,36.6,0,10.5,0,21.0,0,110.2,4.6,1
AU2024153,2025-05-11,2025-05,Business Loan,Rural,Rajasthan,Under Review,313000.0,Self-Employed,10.4,1,52.1,1,55.5,1,0.0,0,0.0,0,118.0,4.9,1
AU2024154,2025-04-19,2025-04,Home Loan,Urban,Gujarat,Disbursed,3094000.0,Salaried,4.9,0,32.4,1,17.2,0,4.8,0,6.3,0,65.6,2.7,1
AU2024155,2024-03-26,2024-03,Vehicle Finance,Semi-Urban,Madhya Pradesh,Disbursed,69000.0,Salaried,6.3,0,26.3,1,32.9,0,19.9,1,12.5,0,97.9,4.1,1
AU2024156,2024-09-05,2024-09,Home Loan,Semi-Urban,Haryana,Disbursed,785000.0,Farmer,4.8,0,19.1,0,39.7,0,14.9,0,14.9,0,93.4,3.9,0
AU2024157,2024-04-19,2024-04,Personal Loan,Urban,Tamil Nadu,Under Review,904000.0,Salaried,3.3,0,11.6,0,20.5,0,0.0,0,0.0,0,35.4,1.5,0
AU2024158,2025-04-07,2025-04,Personal Loan,Rural,Haryana,Disbursed,834000.0,MSME Owner,13.3,1,35.7,1,40.0,0,24.1,1,47.8,1,160.9,6.7,1
AU2024159,2024-03-25,2024-03,Home Loan,Semi-Urban,Rajasthan,Rejected,302000.0,Self-Employed,4.4,0,36.9,1,46.7,0,10.1,0,0.0,0,98.1,4.1,1
AU2024160,2024-01-02,2024-01,Personal Loan,Semi-Urban,Haryana,Disbursed,1532000.0,Salaried,8.0,0,31.1,1,45.8,0,10.8,0,17.2,0,112.9,4.7,1
AU2024161,2024-05-15,2024-05,Personal Loan,Rural,Haryana,Pending Documents,191000.0,Self-Employed,16.4,1,42.8,1,53.9,1,13.6,0,40.7,1,167.4,7.0,1
AU2024162,2024-05-26,2024-05,Personal Loan,Rural,Tamil Nadu,Rejected,83000.0,Self-Employed,8.9,1,57.7,1,50.6,1,17.5,1,0.0,0,134.7,5.6,1
AU2024163,2024-12-22,2024-12,Business Loan,Semi-Urban,Haryana,Disbursed,101000.0,Farmer,7.0,0,35.8,1,68.4,1,10.5,0,26.8,1,148.5,6.2,1
AU2024164,2024-12-04,2024-12,Personal Loan,Rural,Karnataka,Disbursed,501000.0,Salaried,8.8,1,38.5,1,32.3,0,24.5,1,28.4,1,132.5,5.5,1
AU2024165,2024-03-20,2024-03,MSME Loan,Semi-Urban,Tamil Nadu,Under Review,519000.0,Salaried,9.2,1,34.1,1,49.8,1,0.0,0,0.0,0,93.1,3.9,1
AU2024166,2024-05-31,2024-05,Personal Loan,Semi-Urban,Madhya Pradesh,Disbursed,178000.0,Salaried,4.2,0,15.2,0,46.9,0,14.6,0,27.4,1,108.3,4.5,1
AU2024167,2025-05-10,2025-05,Business Loan,Urban,Madhya Pradesh,Disbursed,90000.0,Self-Employed,2.4,0,18.3,0,24.9,0,9.0,0,13.8,0,68.4,2.8,0
AU2024168,2024-10-23,2024-10,Personal Loan,Urban,Rajasthan,Rejected,126000.0,Farmer,2.2,0,19.1,0,35.6,0,5.9,0,0.0,0,62.8,2.6,0
AU2024169,2024-02-01,2024-02,Personal Loan,Urban,Karnataka,Disbursed,250000.0,MSME Owner,2.2,0,16.2,0,35.9,0,10.5,0,13.4,0,78.2,3.3,0
AU2024170,2024-01-30,2024-01,Business Loan,Semi-Urban,Punjab,Disbursed,85000.0,Farmer,6.7,0,16.7,0,43.8,0,13.0,0,24.9,1,105.1,4.4,1
AU2024171,2024-10-26,2024-10,Home Loan,Rural,Rajasthan,Disbursed,213000.0,Self-Employed,12.8,1,32.1,1,36.5,0,25.7,1,22.1,0,129.2,5.4,1
AU2024172,2024-09-14,2024-09,Vehicle Finance,Urban,Tamil Nadu,Disbursed,90000.0,Self-Employed,3.8,0,21.5,0,14.4,0,7.9,0,7.8,0,55.4,2.3,0
AU2024173,2024-03-21,2024-03,Business Loan,Semi-Urban,Karnataka,Disbursed,259000.0,Self-Employed,6.4,0,23.0,0,65.0,1,18.7,1,27.2,1,140.3,5.8,1
AU2024174,2025-05-06,2025-05,Home Loan,Urban,Rajasthan,Rejected,50000.0,MSME Owner,2.2,0,33.4,1,23.1,0,9.1,0,0.0,0,67.8,2.8,1
AU2024175,2024-02-11,2024-02,MSME Loan,Semi-Urban,Karnataka,Disbursed,172000.0,Salaried,7.1,0,15.6,0,62.6,1,14.1,0,22.2,0,121.6,5.1,1
AU2024176,2024-02-05,2024-02,Personal Loan,Urban,Maharashtra,Rejected,111000.0,Salaried,3.4,0,20.4,0,27.9,0,5.5,0,0.0,0,57.2,2.4,0
AU2024177,2024-02-04,2024-02,Personal Loan,Semi-Urban,Odisha,Rejected,1120000.0,Salaried,4.1,0,14.0,0,47.0,0,11.5,0,0.0,0,76.6,3.2,0
AU2024178,2024-07-25,2024-07,Vehicle Finance,Urban,Madhya Pradesh,Disbursed,366000.0,MSME Owner,4.6,0,16.5,0,13.0,0,11.7,0,15.6,0,61.4,2.6,0
AU2024179,2025-04-27,2025-04,Business Loan,Rural,Gujarat,Disbursed,97000.0,Self-Employed,15.5,1,53.2,1,86.8,1,14.3,0,28.1,1,197.9,8.2,1
AU2024180,2024-05-06,2024-05,MSME Loan,Urban,Odisha,Disbursed,50000.0,Self-Employed,5.8,0,11.9,0,21.0,0,5.6,0,16.6,0,60.9,2.5,0
AU2024181,2024-10-31,2024-10,Vehicle Finance,Urban,Odisha,Under Review,50000.0,Farmer,5.4,0,22.7,0,18.1,0,0.0,0,0.0,0,46.2,1.9,0
AU2024182,2024-11-13,2024-11,MSME Loan,Semi-Urban,Rajasthan,Rejected,86000.0,Self-Employed,9.9,1,34.5,1,27.2,0,10.0,0,0.0,0,81.6,3.4,1
AU2024183,2024-08-02,2024-08,Home Loan,Rural,Gujarat,Disbursed,467000.0,Self-Employed,16.4,1,74.2,1,50.0,1,22.6,1,33.3,1,196.5,8.2,1
AU2024184,2024-10-16,2024-10,Business Loan,Semi-Urban,Odisha,Rejected,385000.0,MSME Owner,5.0,0,23.1,0,25.5,0,11.0,0,0.0,0,64.6,2.7,0
AU2024185,2024-06-10,2024-06,MSME Loan,Urban,Karnataka,Disbursed,722000.0,MSME Owner,2.8,0,16.9,0,46.1,0,8.9,0,8.3,0,83.0,3.5,0
AU2024186,2024-04-14,2024-04,Business Loan,Rural,Uttar Pradesh,Disbursed,54000.0,Salaried,11.1,1,55.6,1,114.7,1,18.6,1,31.5,1,231.5,9.6,1
AU2024187,2024-05-02,2024-05,Home Loan,Rural,Punjab,Disbursed,79000.0,Self-Employed,12.1,1,72.0,1,24.2,0,23.2,1,28.7,1,160.2,6.7,1
AU2024188,2024-07-21,2024-07,Home Loan,Urban,Uttar Pradesh,Disbursed,3065000.0,Salaried,4.3,0,24.6,1,25.5,0,8.8,0,14.1,0,77.3,3.2,1
AU2024189,2024-12-09,2024-12,MSME Loan,Urban,Maharashtra,Under Review,194000.0,Self-Employed,2.3,0,8.9,0,29.7,0,0.0,0,0.0,0,40.9,1.7,0
AU2024190,2024-08-22,2024-08,Home Loan,Semi-Urban,Uttar Pradesh,Disbursed,167000.0,Self-Employed,4.5,0,23.6,0,35.9,0,16.8,1,28.0,1,108.8,4.5,1
AU2024191,2025-04-20,2025-04,MSME Loan,Semi-Urban,Punjab,Disbursed,101000.0,Self-Employed,8.7,1,14.8,0,45.9,0,18.1,1,16.9,0,104.4,4.4,1
AU2024192,2024-01-05,2024-01,Vehicle Finance,Semi-Urban,Gujarat,Disbursed,57000.0,Salaried,4.1,0,32.0,1,26.2,0,14.2,0,15.4,0,91.9,3.8,1
AU2024193,2024-11-14,2024-11,MSME Loan,Urban,Tamil Nadu,Disbursed,74000.0,Farmer,5.4,0,11.0,0,48.9,1,7.7,0,11.8,0,84.8,3.5,1
AU2024194,2024-02-21,2024-02,Personal Loan,Urban,Odisha,Rejected,50000.0,MSME Owner,5.1,0,10.5,0,26.6,0,5.1,0,0.0,0,47.3,2.0,0
AU2024195,2024-10-02,2024-10,Home Loan,Rural,Gujarat,Disbursed,225000.0,Salaried,10.8,1,46.4,1,35.9,0,28.3,1,25.5,1,146.9,6.1,1
AU2024196,2024-09-16,2024-09,Business Loan,Rural,Madhya Pradesh,Disbursed,150000.0,Salaried,17.1,1,29.0,1,76.7,1,19.4,1,28.4,1,170.6,7.1,1
AU2024197,2024-03-08,2024-03,MSME Loan,Urban,Uttar Pradesh,Rejected,264000.0,Farmer,4.2,0,23.0,0,18.1,0,7.4,0,0.0,0,52.7,2.2,0
AU2024198,2025-03-27,2025-03,Home Loan,Rural,Punjab,Disbursed,79000.0,Self-Employed,12.6,1,88.3,1,53.2,1,18.3,1,21.4,0,193.8,8.1,1
AU2024199,2025-03-26,2025-03,Personal Loan,Urban,Gujarat,Disbursed,501000.0,Farmer,4.2,0,16.4,0,14.8,0,10.9,0,14.7,0,61.0,2.5,0
AU2024200,2024-07-08,2024-07,Personal Loan,Semi-Urban,Madhya Pradesh,Disbursed,245000.0,Self-Employed,5.0,0,34.7,1,43.5,0,16.0,0,18.3,0,117.5,4.9,1
AU2024201,2024-03-21,2024-03,Business Loan,Semi-Urban,Uttar Pradesh,Disbursed,108000.0,Salaried,7.1,0,31.4,1,48.4,1,8.6,0,24.2,1,119.7,5.0,1
AU2024202,2025-03-02,2025-03,Personal Loan,Urban,Tamil Nadu,Disbursed,963000.0,Self-Employed,2.8,0,22.0,0,33.1,0,11.0,0,8.9,0,77.8,3.2,0
AU2024203,2024-12-26,2024-12,Vehicle Finance,Rural,Karnataka,Rejected,115000.0,Salaried,8.7,1,40.7,1,67.6,1,21.7,1,0.0,0,138.7,5.8,1
AU2024204,2024-11-09,2024-11,Personal Loan,Semi-Urban,Uttar Pradesh,Under Review,1133000.0,Farmer,5.2,0,24.6,1,26.6,0,0.0,0,0.0,0,56.4,2.4,1
AU2024205,2024-01-05,2024-01,Vehicle Finance,Rural,Karnataka,Disbursed,144000.0,Farmer,13.3,1,29.7,1,57.4,1,26.3,1,27.5,1,154.2,6.4,1
AU2024206,2024-06-02,2024-06,MSME Loan,Rural,Karnataka,Disbursed,147000.0,Farmer,14.5,1,29.5,1,69.1,1,23.1,1,20.5,0,156.7,6.5,1
AU2024207,2025-04-25,2025-04,MSME Loan,Rural,Gujarat,Disbursed,152000.0,Farmer,12.2,1,59.4,1,87.8,1,23.4,1,23.0,0,205.8,8.6,1
AU2024208,2024-05-15,2024-05,MSME Loan,Semi-Urban,Maharashtra,Disbursed,278000.0,Self-Employed,8.3,1,33.4,1,29.0,0,16.8,1,13.4,0,100.9,4.2,1
AU2024209,2025-03-31,2025-03,MSME Loan,Rural,Gujarat,Disbursed,200000.0,MSME Owner,11.1,1,41.0,1,100.4,1,20.3,1,28.7,1,201.5,8.4,1
AU2024210,2025-01-15,2025-01,Vehicle Finance,Rural,Gujarat,Disbursed,489000.0,MSME Owner,9.0,1,32.6,1,30.8,0,18.3,1,31.5,1,122.2,5.1,1
AU2024211,2024-03-20,2024-03,Home Loan,Semi-Urban,Karnataka,Disbursed,107000.0,Self-Employed,9.0,1,33.4,1,47.4,0,15.6,0,12.3,0,117.7,4.9,1
AU2024212,2024-05-24,2024-05,Home Loan,Urban,Uttar Pradesh,Rejected,172000.0,MSME Owner,3.1,0,26.7,1,28.7,0,8.1,0,0.0,0,66.6,2.8,1
AU2024213,2024-04-17,2024-04,Personal Loan,Urban,Odisha,Disbursed,478000.0,MSME Owner,5.8,0,21.9,0,30.4,0,10.3,0,14.0,0,82.4,3.4,0
AU2024214,2024-04-14,2024-04,Business Loan,Rural,Punjab,Rejected,93000.0,Self-Employed,12.6,1,55.1,1,77.8,1,18.8,1,0.0,0,164.3,6.8,1
AU2024215,2024-09-15,2024-09,Personal Loan,Semi-Urban,Uttar Pradesh,Disbursed,317000.0,MSME Owner,9.5,1,18.7,0,43.8,0,11.5,0,26.4,1,109.9,4.6,1
AU2024216,2024-05-08,2024-05,Home Loan,Rural,Tamil Nadu,Disbursed,713000.0,Salaried,16.7,1,37.6,1,57.8,1,21.7,1,20.9,0,154.7,6.4,1
AU2024217,2024-02-17,2024-02,Personal Loan,Urban,Rajasthan,Disbursed,150000.0,Salaried,4.4,0,12.8,0,19.2,0,9.9,0,6.6,0,52.9,2.2,0
AU2024218,2025-02-28,2025-02,MSME Loan,Rural,Haryana,Rejected,724000.0,Salaried,8.8,1,32.6,1,98.2,1,12.6,0,0.0,0,152.2,6.3,1
AU2024219,2024-01-23,2024-01,MSME Loan,Rural,Uttar Pradesh,Disbursed,340000.0,Salaried,16.3,1,45.6,1,42.4,0,13.7,0,45.3,1,163.3,6.8,1
AU2024220,2024-06-19,2024-06,Home Loan,Rural,Rajasthan,Under Review,551000.0,Self-Employed,11.2,1,56.6,1,61.1,1,0.0,0,0.0,0,128.9,5.4,1
AU2024221,2024-11-22,2024-11,Business Loan,Semi-Urban,Maharashtra,Disbursed,5000000.0,Self-Employed,8.2,1,17.7,0,51.1,1,9.3,0,16.9,0,103.2,4.3,1
AU2024222,2024-03-23,2024-03,Vehicle Finance,Semi-Urban,Uttar Pradesh,Pending Documents,1365000.0,Self-Employed,7.8,0,13.7,0,25.6,0,12.3,0,18.5,0,77.9,3.2,0
AU2024223,2024-10-09,2024-10,Personal Loan,Urban,Tamil Nadu,Disbursed,526000.0,Farmer,3.3,0,15.7,0,16.7,0,8.9,0,9.4,0,54.0,2.2,0
AU2024224,2024-10-14,2024-10,Personal Loan,Semi-Urban,Haryana,Disbursed,885000.0,Self-Employed,7.1,0,19.0,0,46.0,0,12.8,0,11.6,0,96.5,4.0,0
AU2024225,2024-02-27,2024-02,Vehicle Finance,Urban,Rajasthan,Disbursed,142000.0,Self-Employed,5.5,0,15.9,0,28.9,0,11.9,0,7.6,0,69.8,2.9,0
AU2024226,2025-04-28,2025-04,Business Loan,Urban,Gujarat,Disbursed,670000.0,MSME Owner,4.4,0,12.9,0,49.8,1,11.6,0,15.9,0,94.6,3.9,1
AU2024227,2024-10-06,2024-10,Personal Loan,Semi-Urban,Maharashtra,Disbursed,220000.0,Salaried,4.4,0,26.5,1,38.6,0,9.4,0,16.9,0,95.8,4.0,1
AU2024228,2025-03-03,2025-03,Vehicle Finance,Urban,Rajasthan,Disbursed,1431000.0,Salaried,2.3,0,13.7,0,34.6,0,9.3,0,14.1,0,74.0,3.1,0
AU2024229,2024-10-25,2024-10,Business Loan,Semi-Urban,Punjab,Disbursed,156000.0,Self-Employed,9.5,1,26.7,1,69.6,1,16.7,1,12.2,0,134.7,5.6,1
AU2024230,2024-03-16,2024-03,MSME Loan,Urban,Karnataka,Disbursed,50000.0,Self-Employed,4.3,0,8.7,0,21.0,0,8.5,0,10.1,0,52.6,2.2,0
AU2024231,2024-03-06,2024-03,Home Loan,Semi-Urban,Haryana,Under Review,132000.0,MSME Owner,6.6,0,41.2,1,26.3,0,0.0,0,0.0,0,74.1,3.1,1
AU2024232,2024-06-06,2024-06,Business Loan,Rural,Rajasthan,Under Review,50000.0,Self-Employed,11.7,1,45.6,1,90.9,1,0.0,0,0.0,0,148.2,6.2,1
AU2024233,2025-04-05,2025-04,Personal Loan,Semi-Urban,Punjab,Disbursed,125000.0,Farmer,6.1,0,15.7,0,18.8,0,15.7,0,21.5,0,77.8,3.2,0
AU2024234,2025-04-05,2025-04,Business Loan,Urban,Rajasthan,Disbursed,910000.0,Self-Employed,3.5,0,11.5,0,56.5,1,7.6,0,14.3,0,93.4,3.9,1
AU2024235,2024-04-17,2024-04,Personal Loan,Semi-Urban,Punjab,Disbursed,73000.0,Self-Employed,9.8,1,21.2,0,19.2,0,8.4,0,17.0,0,75.6,3.1,1
AU2024236,2024-12-07,2024-12,Personal Loan,Urban,Madhya Pradesh,Rejected,50000.0,Farmer,2.5,0,23.3,0,19.5,0,11.1,0,0.0,0,56.4,2.4,0
AU2024237,2024-06-30,2024-06,MSME Loan,Rural,Gujarat,Disbursed,182000.0,Farmer,11.9,1,37.9,1,60.9,1,21.7,1,22.6,0,155.0,6.5,1
AU2024238,2025-03-28,2025-03,Vehicle Finance,Semi-Urban,Karnataka,Rejected,211000.0,Salaried,5.6,0,16.7,0,19.7,0,12.1,0,0.0,0,54.1,2.3,0
AU2024239,2025-05-13,2025-05,MSME Loan,Semi-Urban,Haryana,Disbursed,1036000.0,Self-Employed,4.8,0,22.7,0,56.9,1,13.9,0,17.2,0,115.5,4.8,1
AU2024240,2025-01-18,2025-01,MSME Loan,Rural,Odisha,Disbursed,2319000.0,Salaried,12.0,1,25.4,1,72.0,1,21.8,1,24.8,1,156.0,6.5,1
AU2024241,2025-04-18,2025-04,MSME Loan,Rural,Maharashtra,Rejected,927000.0,Self-Employed,16.7,1,28.7,1,97.8,1,14.2,0,0.0,0,157.4,6.6,1
AU2024242,2025-03-18,2025-03,Business Loan,Rural,Madhya Pradesh,Pending Documents,234000.0,Farmer,12.8,1,55.1,1,81.3,1,18.8,1,26.6,1,194.6,8.1,1
AU2024243,2025-05-14,2025-05,Personal Loan,Rural,Maharashtra,Disbursed,74000.0,Self-Employed,12.9,1,44.8,1,65.5,1,29.7,1,30.2,1,183.1,7.6,1
AU2024244,2025-03-27,2025-03,MSME Loan,Rural,Maharashtra,Disbursed,967000.0,Farmer,8.6,1,55.8,1,69.8,1,21.2,1,36.8,1,192.2,8.0,1
AU2024245,2024-01-13,2024-01,MSME Loan,Urban,Haryana,Disbursed,214000.0,MSME Owner,4.9,0,19.1,0,21.5,0,6.4,0,10.3,0,62.2,2.6,0
AU2024246,2025-01-12,2025-01,MSME Loan,Urban,Maharashtra,Disbursed,149000.0,Salaried,5.0,0,21.3,0,46.4,0,5.1,0,15.0,0,92.8,3.9,0
AU2024247,2025-02-04,2025-02,Home Loan,Semi-Urban,Punjab,Rejected,689000.0,MSME Owner,7.7,0,18.5,0,32.6,0,8.9,0,0.0,0,67.7,2.8,0
AU2024248,2025-02-14,2025-02,Business Loan,Urban,Haryana,Disbursed,302000.0,Farmer,2.3,0,23.3,0,37.4,0,6.4,0,6.9,0,76.3,3.2,0
AU2024249,2024-05-16,2024-05,Vehicle Finance,Rural,Madhya Pradesh,Rejected,231000.0,Salaried,8.7,1,38.5,1,38.2,0,16.2,1,0.0,0,101.6,4.2,1
AU2024250,2025-02-07,2025-02,MSME Loan,Rural,Maharashtra,Disbursed,198000.0,Self-Employed,10.3,1,47.1,1,113.3,1,22.9,1,28.7,1,222.3,9.3,1
AU2024251,2024-07-14,2024-07,Vehicle Finance,Urban,Gujarat,Under Review,539000.0,Self-Employed,3.8,0,17.4,0,27.0,0,0.0,0,0.0,0,48.2,2.0,0
AU2024252,2025-03-15,2025-03,Personal Loan,Semi-Urban,Rajasthan,Under Review,348000.0,Self-Employed,4.9,0,30.6,1,26.1,0,0.0,0,0.0,0,61.6,2.6,1
AU2024253,2024-04-23,2024-04,Personal Loan,Semi-Urban,Tamil Nadu,Disbursed,1211000.0,MSME Owner,5.9,0,12.0,0,33.3,0,8.6,0,15.0,0,74.8,3.1,0
AU2024254,2025-02-22,2025-02,Home Loan,Urban,Madhya Pradesh,Under Review,104000.0,Salaried,3.4,0,17.0,0,32.2,0,0.0,0,0.0,0,52.6,2.2,0
AU2024255,2024-06-28,2024-06,MSME Loan,Semi-Urban,Tamil Nadu,Under Review,926000.0,Self-Employed,9.8,1,14.1,0,60.0,1,0.0,0,0.0,0,83.9,3.5,1
AU2024256,2025-02-24,2025-02,Vehicle Finance,Semi-Urban,Uttar Pradesh,Disbursed,477000.0,MSME Owner,9.8,1,30.3,1,46.5,0,16.4,1,15.4,0,118.4,4.9,1
AU2024257,2024-04-24,2024-04,Personal Loan,Rural,Madhya Pradesh,Disbursed,109000.0,Salaried,11.6,1,58.4,1,48.0,0,19.8,1,31.7,1,169.5,7.1,1
AU2024258,2024-12-03,2024-12,Personal Loan,Urban,Rajasthan,Disbursed,1044000.0,Farmer,2.8,0,18.5,0,23.3,0,11.0,0,8.6,0,64.2,2.7,0
AU2024259,2024-07-23,2024-07,Home Loan,Semi-Urban,Madhya Pradesh,Disbursed,189000.0,Salaried,7.9,0,43.8,1,27.5,0,15.7,0,17.1,0,112.0,4.7,1
AU2024260,2024-05-22,2024-05,Home Loan,Urban,Punjab,Under Review,102000.0,Salaried,2.4,0,23.4,0,18.4,0,0.0,0,0.0,0,44.2,1.8,0
AU2024261,2025-05-10,2025-05,Business Loan,Urban,Gujarat,Disbursed,57000.0,Salaried,3.7,0,15.9,0,32.6,0,8.2,0,13.1,0,73.5,3.1,0
AU2024262,2024-06-28,2024-06,Personal Loan,Semi-Urban,Uttar Pradesh,Pending Documents,2470000.0,Salaried,8.6,1,30.6,1,33.6,0,19.7,1,12.3,0,104.8,4.4,1
AU2024263,2024-07-23,2024-07,Personal Loan,Rural,Karnataka,Under Review,340000.0,Salaried,10.7,1,24.6,1,38.1,0,0.0,0,0.0,0,73.4,3.1,1
AU2024264,2024-06-18,2024-06,Business Loan,Urban,Karnataka,Disbursed,796000.0,Farmer,5.4,0,8.4,0,52.8,1,10.3,0,15.4,0,92.3,3.8,1
AU2024265,2024-02-29,2024-02,Vehicle Finance,Urban,Rajasthan,Disbursed,61000.0,Salaried,2.9,0,11.9,0,23.6,0,10.0,0,11.7,0,60.1,2.5,0
AU2024266,2024-04-01,2024-04,Personal Loan,Rural,Uttar Pradesh,Pending Documents,484000.0,Salaried,11.7,1,32.1,1,33.4,0,14.5,0,36.7,1,128.4,5.3,1
AU2024267,2025-05-07,2025-05,Home Loan,Semi-Urban,Odisha,Disbursed,284000.0,MSME Owner,7.8,0,30.1,1,38.2,0,11.1,0,16.2,0,103.4,4.3,1
AU2024268,2024-01-20,2024-01,MSME Loan,Urban,Uttar Pradesh,Disbursed,386000.0,Salaried,2.6,0,8.1,0,41.9,0,7.6,0,7.6,0,67.8,2.8,0
AU2024269,2024-11-01,2024-11,MSME Loan,Semi-Urban,Gujarat,Disbursed,531000.0,Self-Employed,8.1,1,13.8,0,39.0,0,17.7,1,18.3,0,96.9,4.0,1
AU2024270,2024-06-25,2024-06,Vehicle Finance,Semi-Urban,Haryana,Disbursed,215000.0,Salaried,4.3,0,32.2,1,47.4,0,17.5,1,25.4,1,126.8,5.3,1
AU2024271,2024-08-11,2024-08,Personal Loan,Rural,Punjab,Disbursed,69000.0,Farmer,17.9,1,49.6,1,71.1,1,22.3,1,25.8,1,186.7,7.8,1
AU2024272,2024-09-18,2024-09,Business Loan,Semi-Urban,Odisha,Disbursed,321000.0,Salaried,8.8,1,33.8,1,73.1,1,19.5,1,19.4,0,154.6,6.4,1
AU2024273,2024-07-16,2024-07,MSME Loan,Rural,Gujarat,Disbursed,281000.0,Self-Employed,15.2,1,32.9,1,85.5,1,24.0,1,22.9,0,180.5,7.5,1
AU2024274,2024-04-07,2024-04,Vehicle Finance,Rural,Odisha,Disbursed,530000.0,Salaried,14.3,1,32.0,1,39.4,0,27.3,1,39.9,1,152.9,6.4,1
AU2024275,2024-01-23,2024-01,Personal Loan,Semi-Urban,Uttar Pradesh,Disbursed,214000.0,Self-Employed,8.0,0,14.8,0,26.7,0,12.8,0,26.6,1,88.9,3.7,1
AU2024276,2024-01-01,2024-01,MSME Loan,Urban,Haryana,Rejected,61000.0,MSME Owner,5.7,0,23.2,0,39.7,0,6.9,0,0.0,0,75.5,3.1,0
AU2024277,2025-04-18,2025-04,Business Loan,Semi-Urban,Karnataka,Disbursed,50000.0,MSME Owner,5.4,0,16.6,0,71.8,1,9.2,0,19.1,0,122.1,5.1,1
AU2024278,2024-12-17,2024-12,Personal Loan,Urban,Karnataka,Disbursed,340000.0,Salaried,5.8,0,17.3,0,22.5,0,8.6,0,12.2,0,66.4,2.8,0
AU2024279,2024-07-05,2024-07,Home Loan,Urban,Madhya Pradesh,Disbursed,218000.0,Farmer,5.8,0,33.2,1,22.1,0,10.2,0,11.7,0,83.0,3.5,1
AU2024280,2024-02-05,2024-02,Vehicle Finance,Urban,Haryana,Disbursed,146000.0,Farmer,2.8,0,9.1,0,13.7,0,11.5,0,12.1,0,49.2,2.0,0
AU2024281,2024-11-15,2024-11,Business Loan,Rural,Punjab,Under Review,87000.0,Salaried,14.9,1,51.8,1,86.7,1,0.0,0,0.0,0,153.4,6.4,1
AU2024282,2024-12-05,2024-12,Vehicle Finance,Urban,Punjab,Disbursed,573000.0,Salaried,5.9,0,11.6,0,19.3,0,6.4,0,8.8,0,52.0,2.2,0
AU2024283,2025-01-03,2025-01,Personal Loan,Semi-Urban,Gujarat,Pending Documents,50000.0,Salaried,8.0,0,29.8,1,43.5,0,13.1,0,15.5,0,109.9,4.6,1
AU2024284,2024-09-16,2024-09,Business Loan,Semi-Urban,Uttar Pradesh,Under Review,162000.0,Farmer,8.8,1,35.6,1,63.5,1,0.0,0,0.0,0,107.9,4.5,1
AU2024285,2024-12-07,2024-12,Home Loan,Urban,Uttar Pradesh,Disbursed,77000.0,MSME Owner,2.7,0,30.3,1,26.0,0,11.6,0,6.5,0,77.1,3.2,1
AU2024286,2024-06-16,2024-06,Business Loan,Semi-Urban,Haryana,Disbursed,780000.0,Salaried,7.1,0,24.2,1,43.8,0,19.2,1,24.9,1,119.2,5.0,1
AU2024287,2024-12-22,2024-12,Home Loan,Semi-Urban,Haryana,Disbursed,649000.0,Farmer,8.2,1,43.4,1,43.9,0,11.3,0,24.5,1,131.3,5.5,1
